Id|Array ID|Date In|Date Out|Version Label|Status|Days in Step|Days in Step + Status
139|2|2022-08-25 00:49:00|2022-09-13 01:49:00|7|Monitored|19|19 - Monitored
139|3|2022-09-13 01:49:00||18|Issue Engagement|687|687 - Issue Engagement
140|1|2024-07-25 09:15:00||8|Active Management|6|6 - Active Management
141|1|2024-01-26 10:32:00|2024-02-22 10:32:00|3|Intake|27|27 - Intake
141|2|2024-02-22 10:32:00|2024-03-08 12:32:00|13|Active Management|15|15 - Active Management
141|3|2024-03-08 12:32:00|2024-04-11 19:32:00|25|Duplicate/Related To|34|34 - Duplicate/Related To
141|4|2024-04-11 19:32:00||29|Closed|111|111 - Closed
142|1|2023-09-17 13:15:00|2023-10-26 21:15:00|6|Pending Closure|39|39 - Pending Closure
142|2|2023-10-26 21:15:00|2023-11-08 21:15:00|15|Active Management|13|13 - Active Management
142|3|2023-11-08 21:15:00||18|Duplicate/Related To|266|266 - Duplicate/Related To
143|1|2024-06-25 15:07:00|2024-07-06 02:07:00|5|Intake|10|10 - Intake
143|2|2024-07-06 02:07:00||16|Active Management|25|25 - Active Management
144|1|2023-05-05 09:00:00|2023-05-07 18:00:00|7|Monitored|2|2 - Monitored
144|2|2023-05-07 18:00:00|2023-05-25 03:00:00|18|Intake|17|17 - Intake
144|3|2023-05-25 03:00:00||21|Active Management|433|433 - Active Management
145|1|2023-04-23 13:26:00||6|Intake|465|465 - Intake
146|1|2023-04-15 16:26:00|2023-05-22 02:26:00|6|Active Management|36|36 - Active Management
146|2|2023-05-22 02:26:00|2023-07-06 09:26:00|11|Monitored|45|45 - Monitored
146|3|2023-07-06 09:26:00|2023-08-15 12:26:00|16|Deleted/Error|40|40 - Deleted/Error
146|4|2023-08-15 12:26:00||24|Duplicate/Related To|351|351 - Duplicate/Related To
147|1|2022-12-07 09:58:00|2022-12-10 12:58:00|6|Duplicate/Related To|3|3 - Duplicate/Related To
147|2|2022-12-10 12:58:00||8|Intake|599|599 - Intake
148|1|2022-05-25 12:36:00|2022-06-03 20:36:00|1|Duplicate/Related To|9|9 - Duplicate/Related To
148|2|2022-06-03 20:36:00|2022-06-13 02:36:00|7|Pending Closure|9|9 - Pending Closure
148|3|2022-06-13 02:36:00||18|Monitored|779|779 - Monitored
150|1|2023-03-04 10:13:00|2023-03-29 13:13:00|2|Intake|25|25 - Intake
150|2|2023-03-29 13:13:00|2023-05-11 18:13:00|12|Pending Closure|43|43 - Pending Closure
150|3|2023-05-11 18:13:00|2023-05-30 21:13:00|21|Issue Engagement|19|19 - Issue Engagement
150|4|2023-05-30 21:13:00||29|Duplicate/Related To|428|428 - Duplicate/Related To
151|1|2022-11-08 08:11:00|2022-11-16 18:11:00|7|Closed|8|8 - Closed
151|2|2022-11-16 18:11:00|2022-12-06 02:11:00|8|Intake|19|19 - Intake
151|3|2022-12-06 02:11:00||9|Issue Engagement|603|603 - Issue Engagement
152|1|2022-11-07 12:00:00|2022-11-15 14:00:00|8|Duplicate/Related To|8|8 - Duplicate/Related To
152|2|2022-11-15 14:00:00|2022-12-05 20:00:00|16|Monitored|20|20 - Monitored
152|3|2022-12-05 20:00:00||23|Deleted/Error|604|604 - Deleted/Error
154|1|2024-01-24 09:28:00|2024-02-21 11:28:00|3|Pending Closure|28|28 - Pending Closure
154|2|2024-02-21 11:28:00||8|Closed|161|161 - Closed
155|1|2023-08-16 12:00:00|2023-08-31 00:00:00|4|Active Management|14|14 - Active Management
155|2|2023-08-31 00:00:00|2023-10-04 03:00:00|6|Issue Engagement|34|34 - Issue Engagement
155|3|2023-10-04 03:00:00||15|Intake|301|301 - Intake
156|1|2024-07-25 16:04:00|2024-07-31 23:59:59|1|Closed|6|6 - Closed
156|2|2024-07-31 23:59:59||7|Active Management|0|0 - Active Management
157|1|2022-11-10 10:26:00|2022-12-04 12:26:00|2|Deleted/Error|24|24 - Deleted/Error
157|2|2022-12-04 12:26:00||11|Issue Engagement|605|605 - Issue Engagement
158|1|2023-07-21 12:50:00|2023-07-31 00:50:00|7|Issue Engagement|9|9 - Issue Engagement
158|2|2023-07-31 00:50:00|2023-09-03 09:50:00|9|Pending Closure|34|34 - Pending Closure
158|3|2023-09-03 09:50:00||19|Active Management|332|332 - Active Management
159|1|2023-06-01 16:15:00|2023-06-08 17:15:00|7|Pending Closure|7|7 - Pending Closure
159|2|2023-06-08 17:15:00||17|Closed|419|419 - Closed
160|1|2023-05-12 16:19:00|2023-06-08 04:19:00|5|Deleted/Error|26|26 - Deleted/Error
160|2|2023-06-08 04:19:00||16|Issue Engagement|419|419 - Issue Engagement
161|1|2022-12-01 08:29:00|2022-12-30 10:29:00|8|Closed|29|29 - Closed
161|2|2022-12-30 10:29:00|2022-12-31 20:29:00|18|Intake|1|1 - Intake
161|3|2022-12-31 20:29:00|2023-01-20 08:29:00|26|Closed|19|19 - Closed
161|4|2023-01-20 08:29:00||28|Active Management|558|558 - Active Management
162|1|2022-06-20 12:26:00|2022-07-31 22:26:00|3|Issue Engagement|41|41 - Issue Engagement
162|2|2022-07-31 22:26:00|2022-08-18 22:26:00|6|Duplicate/Related To|18|18 - Duplicate/Related To
162|3|2022-08-18 22:26:00||8|Pending Closure|713|713 - Pending Closure
163|1|2023-08-10 16:24:00|2023-08-18 02:24:00|7|Deleted/Error|7|7 - Deleted/Error
163|2|2023-08-18 02:24:00||10|Monitored|348|348 - Monitored
164|1|2022-11-08 09:10:00|2022-12-13 09:10:00|4|Pending Closure|35|35 - Pending Closure
164|2|2022-12-13 09:10:00||16|Monitored|596|596 - Monitored
165|1|2023-01-25 13:24:00|2023-02-24 22:24:00|6|Closed|30|30 - Closed
165|2|2023-02-24 22:24:00|2023-03-21 09:24:00|11|Pending Closure|24|24 - Pending Closure
165|3|2023-03-21 09:24:00|2023-04-15 14:24:00|18|Pending Closure|25|25 - Pending Closure
165|4|2023-04-15 14:24:00||24|Intake|473|473 - Intake
167|1|2023-03-30 13:05:00||8|Active Management|489|489 - Active Management
168|1|2023-07-21 12:10:00|2023-07-28 13:10:00|4|Issue Engagement|7|7 - Issue Engagement
168|2|2023-07-28 13:10:00|2023-09-07 00:10:00|14|Intake|40|40 - Intake
168|3|2023-09-07 00:10:00||15|Monitored|328|328 - Monitored
169|1|2023-08-03 15:56:00|2023-08-26 01:56:00|2|Deleted/Error|22|22 - Deleted/Error
169|2|2023-08-26 01:56:00|2023-09-01 03:56:00|8|Deleted/Error|6|6 - Deleted/Error
169|3|2023-09-01 03:56:00||18|Monitored|334|334 - Monitored
170|1|2022-12-30 12:03:00|2023-01-26 15:03:00|4|Deleted/Error|27|27 - Deleted/Error
170|2|2023-01-26 15:03:00||16|Duplicate/Related To|552|552 - Duplicate/Related To
171|1|2022-11-05 13:21:00|2022-11-14 13:21:00|1|Pending Closure|9|9 - Pending Closure
171|2|2022-11-14 13:21:00||12|Intake|625|625 - Intake
172|1|2022-10-31 08:26:00|2022-11-18 16:26:00|6|Closed|18|18 - Closed
172|2|2022-11-18 16:26:00||11|Pending Closure|621|621 - Pending Closure
174|1|2022-07-02 08:18:00|2022-08-07 09:18:00|1|Duplicate/Related To|36|36 - Duplicate/Related To
174|2|2022-08-07 09:18:00|2022-08-09 20:18:00|3|Deleted/Error|2|2 - Deleted/Error
174|3|2022-08-09 20:18:00||15|Closed|722|722 - Closed
176|1|2024-05-28 11:16:00|2024-06-19 11:16:00|8|Monitored|22|22 - Monitored
176|2|2024-06-19 11:16:00||11|Issue Engagement|42|42 - Issue Engagement
177|1|2023-12-21 14:11:00|2023-12-23 15:11:00|7|Duplicate/Related To|2|2 - Duplicate/Related To
177|2|2023-12-23 15:11:00|2024-02-06 15:11:00|18|Pending Closure|45|45 - Pending Closure
177|3|2024-02-06 15:11:00||30|Active Management|176|176 - Active Management
178|1|2024-06-06 12:43:00|2024-06-21 15:43:00|1|Active Management|15|15 - Active Management
178|2|2024-06-21 15:43:00||6|Pending Closure|40|40 - Pending Closure
179|1|2022-12-30 12:45:00|2023-01-27 18:45:00|4|Deleted/Error|28|28 - Deleted/Error
179|2|2023-01-27 18:45:00||7|Issue Engagement|551|551 - Issue Engagement
180|1|2022-09-12 10:42:00|2022-09-18 13:42:00|5|Closed|6|6 - Closed
180|2|2022-09-18 13:42:00||15|Issue Engagement|682|682 - Issue Engagement
181|1|2023-08-27 08:21:00|2023-09-30 09:21:00|7|Pending Closure|34|34 - Pending Closure
181|2|2023-09-30 09:21:00||15|Deleted/Error|305|305 - Deleted/Error
182|1|2023-07-05 10:14:00|2023-08-14 11:14:00|3|Duplicate/Related To|40|40 - Duplicate/Related To
182|2|2023-08-14 11:14:00|2023-09-02 23:14:00|11|Intake|19|19 - Intake
182|3|2023-09-02 23:14:00||16|Deleted/Error|333|333 - Deleted/Error
183|1|2022-06-09 08:26:00|2022-07-11 16:26:00|3|Deleted/Error|32|32 - Deleted/Error
183|2|2022-07-11 16:26:00|2022-08-11 02:26:00|15|Issue Engagement|30|30 - Issue Engagement
183|3|2022-08-11 02:26:00|2022-08-29 10:26:00|24|Closed|18|18 - Closed
183|4|2022-08-29 10:26:00||26|Active Management|702|702 - Active Management
184|1|2023-03-21 14:20:00||1|Closed|498|498 - Closed
185|1|2023-06-27 16:19:00|2023-07-15 04:19:00|2|Monitored|17|17 - Monitored
185|2|2023-07-15 04:19:00||3|Intake|382|382 - Intake
186|1|2024-04-25 10:24:00||2|Closed|97|97 - Closed
187|1|2022-12-29 08:02:00|2023-02-11 12:02:00|3|Intake|44|44 - Intake
187|2|2023-02-11 12:02:00||10|Duplicate/Related To|536|536 - Duplicate/Related To
188|1|2024-02-20 10:20:00|2024-03-10 22:20:00|3|Closed|19|19 - Closed
188|2|2024-03-10 22:20:00||13|Active Management|143|143 - Active Management
189|1|2024-04-26 10:45:00|2024-05-22 12:45:00|2|Issue Engagement|26|26 - Issue Engagement
189|2|2024-05-22 12:45:00|2024-05-25 23:45:00|9|Intake|3|3 - Intake
189|3|2024-05-25 23:45:00||10|Pending Closure|67|67 - Pending Closure
190|1|2023-07-16 11:00:00|2023-07-20 17:00:00|2|Intake|4|4 - Intake
190|2|2023-07-20 17:00:00|2023-08-18 20:00:00|12|Active Management|29|29 - Active Management
190|3|2023-08-18 20:00:00||19|Duplicate/Related To|348|348 - Duplicate/Related To
191|1|2022-05-23 12:00:00|2022-06-27 12:00:00|1|Closed|35|35 - Closed
191|2|2022-06-27 12:00:00||10|Duplicate/Related To|765|765 - Duplicate/Related To
192|1|2023-02-18 09:06:00||3|Deleted/Error|529|529 - Deleted/Error
193|1|2023-02-02 15:41:00|2023-02-11 03:41:00|6|Deleted/Error|8|8 - Deleted/Error
193|2|2023-02-11 03:41:00||10|Active Management|536|536 - Active Management
194|1|2024-04-09 09:58:00|2024-04-13 19:58:00|3|Issue Engagement|4|4 - Issue Engagement
194|2|2024-04-13 19:58:00||7|Deleted/Error|109|109 - Deleted/Error
195|1|2023-09-23 15:15:00||2|Duplicate/Related To|312|312 - Duplicate/Related To
196|1|2023-11-23 15:28:00|2023-11-25 21:28:00|8|Issue Engagement|2|2 - Issue Engagement
196|2|2023-11-25 21:28:00|2023-12-10 06:28:00|18|Active Management|14|14 - Active Management
196|3|2023-12-10 06:28:00||30|Intake|234|234 - Intake
197|1|2022-05-10 10:17:00|2022-06-01 19:17:00|3|Closed|22|22 - Closed
197|2|2022-06-01 19:17:00|2022-07-05 23:17:00|8|Issue Engagement|34|34 - Issue Engagement
197|3|2022-07-05 23:17:00|2022-07-23 02:17:00|17|Pending Closure|17|17 - Pending Closure
197|4|2022-07-23 02:17:00||18|Active Management|739|739 - Active Management
198|1|2022-09-06 12:00:00|2022-09-11 00:00:00|8|Active Management|4|4 - Active Management
198|2|2022-09-11 00:00:00||10|Monitored|689|689 - Monitored
199|1|2022-12-04 13:15:00|2022-12-23 13:15:00|2|Monitored|19|19 - Monitored
199|2|2022-12-23 13:15:00|2022-12-28 21:15:00|3|Duplicate/Related To|5|5 - Duplicate/Related To
199|3|2022-12-28 21:15:00|2023-01-29 01:15:00|11|Duplicate/Related To|31|31 - Duplicate/Related To
199|4|2023-01-29 01:15:00||13|Deleted/Error|549|549 - Deleted/Error
201|1|2022-10-26 15:41:00||8|Issue Engagement|644|644 - Issue Engagement
202|1|2024-02-01 16:28:00||8|Active Management|181|181 - Active Management
203|1|2023-06-24 14:05:00|2023-07-09 02:05:00|2|Intake|14|14 - Intake
203|2|2023-07-09 02:05:00|2023-07-10 02:05:00|10|Duplicate/Related To|1|1 - Duplicate/Related To
203|3|2023-07-10 02:05:00|2023-08-01 10:05:00|16|Deleted/Error|22|22 - Deleted/Error
203|4|2023-08-01 10:05:00||21|Issue Engagement|365|365 - Issue Engagement
204|1|2023-03-19 08:34:00||5|Issue Engagement|500|500 - Issue Engagement
205|1|2023-07-06 12:25:00||4|Duplicate/Related To|391|391 - Duplicate/Related To
206|1|2023-09-02 15:46:00|2023-09-24 23:46:00|8|Active Management|22|22 - Active Management
206|2|2023-09-24 23:46:00||16|Pending Closure|311|311 - Pending Closure
208|1|2023-05-14 08:31:00|2023-05-26 15:31:00|7|Active Management|12|12 - Active Management
208|2|2023-05-26 15:31:00||15|Deleted/Error|432|432 - Deleted/Error
209|1|2022-10-10 16:30:00||8|Closed|660|660 - Closed
210|1|2023-04-16 10:00:00|2023-05-07 16:00:00|3|Issue Engagement|21|21 - Issue Engagement
210|2|2023-05-07 16:00:00|2023-06-16 20:00:00|12|Issue Engagement|40|40 - Issue Engagement
210|3|2023-06-16 20:00:00||22|Duplicate/Related To|411|411 - Duplicate/Related To
212|1|2024-05-06 15:30:00|2024-06-10 03:30:00|8|Active Management|34|34 - Active Management
212|2|2024-06-10 03:30:00||9|Deleted/Error|51|51 - Deleted/Error
213|1|2023-01-24 09:07:00|2023-02-07 11:07:00|7|Deleted/Error|14|14 - Deleted/Error
213|2|2023-02-07 11:07:00||17|Pending Closure|540|540 - Pending Closure
214|1|2023-10-28 11:56:00|2023-11-20 12:56:00|4|Intake|23|23 - Intake
214|2|2023-11-20 12:56:00||6|Pending Closure|254|254 - Pending Closure
215|1|2022-08-29 08:19:00|2022-09-17 10:19:00|5|Monitored|19|19 - Monitored
215|2|2022-09-17 10:19:00|2022-10-13 10:19:00|16|Intake|26|26 - Intake
215|3|2022-10-13 10:19:00||26|Pending Closure|657|657 - Pending Closure
216|1|2022-08-01 08:24:00|2022-08-03 13:24:00|8|Monitored|2|2 - Monitored
216|2|2022-08-03 13:24:00|2022-08-22 14:24:00|16|Active Management|19|19 - Active Management
216|3|2022-08-22 14:24:00|2022-10-01 20:24:00|25|Monitored|40|40 - Monitored
216|4|2022-10-01 20:24:00||35|Pending Closure|669|669 - Pending Closure
217|1|2022-10-19 09:06:00|2022-10-20 18:06:00|5|Closed|1|1 - Closed
217|2|2022-10-20 18:06:00|2022-10-27 18:06:00|12|Closed|7|7 - Closed
217|3|2022-10-27 18:06:00||20|Duplicate/Related To|643|643 - Duplicate/Related To
219|1|2024-03-16 12:42:00|2024-04-16 18:42:00|8|Duplicate/Related To|31|31 - Duplicate/Related To
219|2|2024-04-16 18:42:00|2024-04-22 04:42:00|18|Closed|5|5 - Closed
219|3|2024-04-22 04:42:00||21|Intake|100|100 - Intake
220|1|2024-07-12 08:38:00|2024-07-18 09:38:00|3|Closed|6|6 - Closed
220|2|2024-07-18 09:38:00||9|Active Management|13|13 - Active Management
221|1|2023-06-13 11:09:00|2023-07-20 21:09:00|5|Pending Closure|37|37 - Pending Closure
221|2|2023-07-20 21:09:00||9|Active Management|377|377 - Active Management
222|1|2024-06-28 09:25:00|2024-07-14 17:25:00|7|Intake|16|16 - Intake
222|2|2024-07-14 17:25:00|2024-07-23 21:25:00|14|Pending Closure|9|9 - Pending Closure
222|3|2024-07-23 21:25:00||19|Active Management|8|8 - Active Management
223|1|2024-05-03 14:53:00|2024-06-14 19:53:00|1|Intake|42|42 - Intake
223|2|2024-06-14 19:53:00|2024-06-30 07:53:00|9|Closed|15|15 - Closed
223|3|2024-06-30 07:53:00||12|Issue Engagement|31|31 - Issue Engagement
224|1|2024-04-18 11:41:00||7|Pending Closure|104|104 - Pending Closure
225|1|2022-09-03 12:52:00|2022-10-14 19:52:00|1|Intake|41|41 - Intake
225|2|2022-10-14 19:52:00|2022-11-23 03:52:00|6|Intake|39|39 - Intake
225|3|2022-11-23 03:52:00||10|Duplicate/Related To|616|616 - Duplicate/Related To
226|1|2022-11-17 09:22:00|2022-12-14 13:22:00|4|Monitored|27|27 - Monitored
226|2|2022-12-14 13:22:00||12|Deleted/Error|595|595 - Deleted/Error
227|1|2024-06-30 09:38:00|2024-07-31 23:59:59|5|Issue Engagement|31|31 - Issue Engagement
227|2|2024-07-31 23:59:59||11|Pending Closure|0|0 - Pending Closure
228|1|2023-02-06 11:22:00|2023-03-01 14:22:00|6|Monitored|23|23 - Monitored
228|2|2023-03-01 14:22:00|2023-04-03 14:22:00|16|Closed|33|33 - Closed
228|3|2023-04-03 14:22:00||19|Deleted/Error|485|485 - Deleted/Error
229|1|2024-07-10 14:34:00|2024-07-31 23:59:59|3|Issue Engagement|21|21 - Issue Engagement
229|2|2024-07-31 23:59:59||4|Deleted/Error|0|0 - Deleted/Error
230|1|2022-10-14 12:11:00|2022-10-30 12:11:00|7|Intake|16|16 - Intake
230|2|2022-10-30 12:11:00|2022-11-20 00:11:00|14|Issue Engagement|20|20 - Issue Engagement
230|3|2022-11-20 00:11:00|2022-11-21 12:11:00|20|Intake|1|1 - Intake
230|4|2022-11-21 12:11:00||28|Monitored|618|618 - Monitored
231|1|2022-05-16 12:20:00|2022-06-28 13:20:00|5|Duplicate/Related To|43|43 - Duplicate/Related To
231|2|2022-06-28 13:20:00|2022-07-07 14:20:00|12|Duplicate/Related To|9|9 - Duplicate/Related To
231|3|2022-07-07 14:20:00|2022-08-07 18:20:00|23|Active Management|31|31 - Active Management
231|4|2022-08-07 18:20:00||27|Issue Engagement|724|724 - Issue Engagement
232|1|2024-02-19 08:24:00|2024-03-18 09:24:00|6|Monitored|28|28 - Monitored
232|2|2024-03-18 09:24:00||8|Closed|135|135 - Closed
233|1|2023-10-17 15:36:00|2023-10-29 17:36:00|3|Duplicate/Related To|12|12 - Duplicate/Related To
233|2|2023-10-29 17:36:00|2023-11-16 22:36:00|5|Duplicate/Related To|18|18 - Duplicate/Related To
233|3|2023-11-16 22:36:00||11|Monitored|258|258 - Monitored
234|1|2024-04-19 14:25:00|2024-04-23 18:25:00|2|Pending Closure|4|4 - Pending Closure
234|2|2024-04-23 18:25:00|2024-06-02 18:25:00|13|Closed|40|40 - Closed
234|3|2024-06-02 18:25:00||22|Duplicate/Related To|59|59 - Duplicate/Related To
235|1|2024-02-17 11:54:00|2024-03-26 12:54:00|7|Issue Engagement|38|38 - Issue Engagement
235|2|2024-03-26 12:54:00|2024-05-02 21:54:00|10|Duplicate/Related To|37|37 - Duplicate/Related To
235|3|2024-05-02 21:54:00||16|Intake|90|90 - Intake
236|1|2024-07-04 12:27:00|2024-07-22 15:27:00|6|Duplicate/Related To|18|18 - Duplicate/Related To
236|2|2024-07-22 15:27:00||12|Monitored|9|9 - Monitored
237|1|2022-09-17 12:17:00|2022-10-05 17:17:00|5|Duplicate/Related To|18|18 - Duplicate/Related To
237|2|2022-10-05 17:17:00|2022-10-09 20:17:00|12|Monitored|4|4 - Monitored
237|3|2022-10-09 20:17:00|2022-10-30 21:17:00|17|Pending Closure|21|21 - Pending Closure
237|4|2022-10-30 21:17:00||25|Intake|640|640 - Intake
238|1|2024-01-05 15:10:00|2024-01-21 17:10:00|4|Intake|16|16 - Intake
238|2|2024-01-21 17:10:00|2024-03-02 05:10:00|16|Closed|40|40 - Closed
238|3|2024-03-02 05:10:00||24|Deleted/Error|151|151 - Deleted/Error
239|1|2024-06-29 08:35:00|2024-07-31 23:59:59|8|Closed|32|32 - Closed
239|2|2024-07-31 23:59:59||18|Monitored|0|0 - Monitored
240|1|2024-01-02 14:20:00|2024-01-07 16:20:00|2|Closed|5|5 - Closed
240|2|2024-01-07 16:20:00|2024-01-10 16:20:00|3|Issue Engagement|3|3 - Issue Engagement
240|3|2024-01-10 16:20:00||11|Deleted/Error|203|203 - Deleted/Error
241|1|2022-08-20 08:30:00|2022-09-24 13:30:00|4|Duplicate/Related To|35|35 - Duplicate/Related To
241|2|2022-09-24 13:30:00|2022-10-17 13:30:00|12|Monitored|23|23 - Monitored
241|3|2022-10-17 13:30:00||17|Active Management|653|653 - Active Management
242|1|2022-06-26 09:43:00|2022-07-22 15:43:00|7|Active Management|26|26 - Active Management
242|2|2022-07-22 15:43:00||8|Deleted/Error|740|740 - Deleted/Error
243|1|2023-01-17 09:47:00|2023-02-05 13:47:00|4|Active Management|19|19 - Active Management
243|2|2023-02-05 13:47:00|2023-03-10 22:47:00|14|Intake|33|33 - Intake
243|3|2023-03-10 22:47:00||18|Pending Closure|509|509 - Pending Closure
244|1|2024-05-01 09:43:00|2024-06-01 20:43:00|7|Duplicate/Related To|31|31 - Duplicate/Related To
244|2|2024-06-01 20:43:00||13|Deleted/Error|60|60 - Deleted/Error
245|1|2023-08-17 12:29:00||3|Intake|349|349 - Intake
246|1|2024-02-02 13:37:00|2024-02-09 16:37:00|1|Issue Engagement|7|7 - Issue Engagement
246|2|2024-02-09 16:37:00||3|Pending Closure|173|173 - Pending Closure
247|1|2022-07-15 16:39:00|2022-08-17 17:39:00|3|Duplicate/Related To|33|33 - Duplicate/Related To
247|2|2022-08-17 17:39:00|2022-09-24 02:39:00|9|Issue Engagement|37|37 - Issue Engagement
247|3|2022-09-24 02:39:00||20|Closed|676|676 - Closed
248|1|2023-08-19 09:59:00|2023-09-06 21:59:00|4|Deleted/Error|18|18 - Deleted/Error
248|2|2023-09-06 21:59:00|2023-10-11 07:59:00|10|Closed|34|34 - Closed
248|3|2023-10-11 07:59:00||15|Duplicate/Related To|294|294 - Duplicate/Related To
249|1|2023-04-04 16:29:00|2023-05-06 16:29:00|7|Monitored|32|32 - Monitored
249|2|2023-05-06 16:29:00||18|Active Management|452|452 - Active Management
250|1|2022-11-17 10:10:00||8|Issue Engagement|622|622 - Issue Engagement
251|1|2023-03-22 09:45:00||3|Closed|497|497 - Closed
252|1|2024-06-11 15:14:00|2024-06-13 15:14:00|7|Deleted/Error|2|2 - Deleted/Error
252|2|2024-06-13 15:14:00|2024-06-20 19:14:00|17|Deleted/Error|7|7 - Deleted/Error
252|3|2024-06-20 19:14:00|2024-07-18 06:14:00|22|Pending Closure|27|27 - Pending Closure
252|4|2024-07-18 06:14:00||32|Duplicate/Related To|13|13 - Duplicate/Related To
253|1|2024-04-30 10:41:00||5|Monitored|92|92 - Monitored
254|1|2024-07-14 16:00:00|2024-07-31 23:59:59|5|Duplicate/Related To|17|17 - Duplicate/Related To
254|2|2024-07-31 23:59:59||8|Pending Closure|0|0 - Pending Closure
255|1|2022-09-15 11:53:00||2|Deleted/Error|685|685 - Deleted/Error
256|1|2024-07-22 12:37:00|2024-07-31 23:59:59|7|Monitored|9|9 - Monitored
256|2|2024-07-31 23:59:59||12|Issue Engagement|0|0 - Issue Engagement
257|1|2022-12-09 14:01:00|2022-12-14 02:01:00|6|Closed|4|4 - Closed
257|2|2022-12-14 02:01:00|2023-01-12 10:01:00|9|Deleted/Error|29|29 - Deleted/Error
257|3|2023-01-12 10:01:00|2023-02-06 17:01:00|11|Duplicate/Related To|25|25 - Duplicate/Related To
257|4|2023-02-06 17:01:00||20|Intake|541|541 - Intake
258|1|2023-11-25 15:52:00||3|Pending Closure|249|249 - Pending Closure
259|1|2023-08-22 09:19:00|2023-09-02 18:19:00|7|Duplicate/Related To|11|11 - Duplicate/Related To
259|2|2023-09-02 18:19:00|2023-09-11 03:19:00|10|Duplicate/Related To|8|8 - Duplicate/Related To
259|3|2023-09-11 03:19:00|2023-10-03 03:19:00|13|Pending Closure|22|22 - Pending Closure
259|4|2023-10-03 03:19:00||14|Monitored|302|302 - Monitored
260|1|2023-08-08 14:29:00|2023-08-20 21:29:00|1|Closed|12|12 - Closed
260|2|2023-08-20 21:29:00||9|Active Management|346|346 - Active Management
261|1|2024-06-23 10:01:00|2024-07-07 18:01:00|5|Monitored|14|14 - Monitored
261|2|2024-07-07 18:01:00||7|Duplicate/Related To|24|24 - Duplicate/Related To
262|1|2024-02-03 08:32:00|2024-03-18 11:32:00|2|Pending Closure|44|44 - Pending Closure
262|2|2024-03-18 11:32:00|2024-03-30 20:32:00|10|Intake|12|12 - Intake
262|3|2024-03-30 20:32:00||17|Closed|123|123 - Closed
263|1|2023-03-03 12:53:00|2023-04-10 23:53:00|7|Pending Closure|38|38 - Pending Closure
263|2|2023-04-10 23:53:00|2023-04-18 06:53:00|8|Pending Closure|7|7 - Pending Closure
263|3|2023-04-18 06:53:00||17|Closed|470|470 - Closed
264|1|2024-05-19 16:16:00|2024-06-05 18:16:00|7|Pending Closure|17|17 - Pending Closure
264|2|2024-06-05 18:16:00|2024-06-30 00:16:00|12|Intake|24|24 - Intake
264|3|2024-06-30 00:16:00||14|Duplicate/Related To|31|31 - Duplicate/Related To
265|1|2022-10-03 09:53:00|2022-11-05 11:53:00|8|Issue Engagement|33|33 - Issue Engagement
265|2|2022-11-05 11:53:00|2022-12-04 14:53:00|17|Duplicate/Related To|29|29 - Duplicate/Related To
265|3|2022-12-04 14:53:00|2022-12-16 17:53:00|21|Issue Engagement|12|12 - Issue Engagement
265|4|2022-12-16 17:53:00||27|Monitored|593|593 - Monitored
266|1|2023-09-12 11:27:00|2023-09-22 16:27:00|2|Pending Closure|10|10 - Pending Closure
266|2|2023-09-22 16:27:00|2023-10-01 18:27:00|3|Closed|9|9 - Closed
266|3|2023-10-01 18:27:00||4|Issue Engagement|304|304 - Issue Engagement
267|1|2024-03-21 16:21:00||8|Closed|132|132 - Closed
268|1|2023-02-06 16:56:00|2023-03-15 22:56:00|7|Active Management|37|37 - Active Management
268|2|2023-03-15 22:56:00||17|Monitored|504|504 - Monitored
269|1|2024-03-08 15:09:00|2024-04-03 22:09:00|2|Deleted/Error|26|26 - Deleted/Error
269|2|2024-04-03 22:09:00|2024-04-27 03:09:00|13|Closed|23|23 - Closed
269|3|2024-04-27 03:09:00|2024-06-02 08:09:00|21|Duplicate/Related To|36|36 - Duplicate/Related To
269|4|2024-06-02 08:09:00||33|Monitored|59|59 - Monitored
270|1|2024-05-04 16:23:00||6|Issue Engagement|88|88 - Issue Engagement
271|1|2024-02-15 11:17:00|2024-02-23 12:17:00|4|Closed|8|8 - Closed
271|2|2024-02-23 12:17:00|2024-03-17 23:17:00|16|Issue Engagement|23|23 - Issue Engagement
271|3|2024-03-17 23:17:00||22|Deleted/Error|136|136 - Deleted/Error
272|1|2022-12-20 08:20:00||7|Monitored|589|589 - Monitored
273|1|2022-06-03 09:53:00|2022-06-17 19:53:00|3|Closed|14|14 - Closed
273|2|2022-06-17 19:53:00|2022-07-24 05:53:00|11|Monitored|36|36 - Monitored
273|3|2022-07-24 05:53:00|2022-08-29 16:53:00|13|Intake|36|36 - Intake
273|4|2022-08-29 16:53:00||19|Issue Engagement|702|702 - Issue Engagement
274|1|2024-04-18 15:40:00||3|Active Management|104|104 - Active Management
275|1|2022-09-12 10:27:00|2022-10-17 18:27:00|6|Intake|35|35 - Intake
275|2|2022-10-17 18:27:00|2022-11-05 19:27:00|12|Closed|19|19 - Closed
275|3|2022-11-05 19:27:00||15|Active Management|634|634 - Active Management
276|1|2023-12-06 12:26:00|2023-12-11 20:26:00|2|Issue Engagement|5|5 - Issue Engagement
276|2|2023-12-11 20:26:00|2023-12-30 02:26:00|11|Monitored|18|18 - Monitored
276|3|2023-12-30 02:26:00||20|Pending Closure|214|214 - Pending Closure
