Id|Array ID|Date In|Date Out|Version Label|Status|Time Open
162|3|2022-07-28 18:07:00||19|Initial Review|734
163|1|2023-08-10 08:22:00||5|Special Project|356
164|1|2022-11-08 15:40:00|2022-12-04 19:40:00|1|Council|26
164|2|2022-12-04 19:40:00|2023-01-12 07:40:00|4|Closed|38
164|3|2023-01-12 07:40:00|2023-02-21 12:40:00|8|Pending Closure|40
164|4|2023-02-21 12:40:00||18|Pending Acceptance|526
165|1|2023-01-25 11:23:00|2023-01-29 22:23:00|7|System Integration Office Input/Action|4
165|2|2023-01-29 22:23:00||10|Solution Implementation|549
167|1|2023-03-30 13:40:00|2023-04-26 19:40:00|6|Issue on Hold|27
167|2|2023-04-26 19:40:00|2023-05-12 04:40:00|9|Sent to Region Hub|15
167|3|2023-05-12 04:40:00||14|Resolved - Action to Enterprise to Validate|446
168|1|2023-07-21 09:46:00|2023-09-03 21:46:00|3|Closed|44
168|2|2023-09-03 21:46:00||15|Awaiting Information Response|332
169|1|2023-08-03 10:25:00||5|Pending Closure|363
170|1|2022-12-30 11:00:00||7|Pending Implementation|579
171|1|2022-11-05 10:44:00|2022-11-26 22:44:00|4|Pending Closure|21
171|2|2022-11-26 22:44:00|2022-12-23 10:44:00|8|System Integration Office Input/Action|26
171|3|2022-12-23 10:44:00|2023-01-12 20:44:00|10|Issue Engagement|20
171|4|2023-01-12 20:44:00||21|Issue on Hold|566
172|1|2022-10-31 08:02:00|2022-11-06 08:02:00|1|Active Management|6
172|2|2022-11-06 08:02:00|2022-11-25 10:02:00|10|Pending Coordination Team Closure|19
172|3|2022-11-25 10:02:00||22|Special Project|614
174|1|2022-07-02 08:32:00||6|Informatics Analysis|760
176|1|2024-05-28 10:11:00|2024-06-16 21:11:00|2|Open|19
176|2|2024-06-16 21:11:00||4|Coordinating with System Integration Office|45
177|1|2023-12-21 13:27:00|2024-01-29 21:27:00|4|Active Management|39
177|2|2024-01-29 21:27:00|2024-02-10 07:27:00|16|Council|11
177|3|2024-02-10 07:27:00||19|Intake Pending|172
178|1|2024-06-06 15:37:00|2024-07-11 19:37:00|1|Issue on Hold|35
178|2|2024-07-11 19:37:00|2024-07-31 23:59:59|2|Issue Engagement|20
178|3|2024-07-31 23:59:59||7|Solution Implementation|0
179|1|2022-12-30 12:41:00|2023-02-11 15:41:00|2|Issue on Hold|43
179|2|2023-02-11 15:41:00|2023-02-12 23:41:00|3|Deleted/Error|1
179|3|2023-02-12 23:41:00||15|Project Plan Review|535
180|1|2022-09-12 09:57:00|2022-09-26 10:57:00|5|System Integration Office Input/Action|14
180|2|2022-09-26 10:57:00||9|Initial Review|674
181|1|2023-08-27 13:16:00|2023-09-16 18:16:00|1|Informatics Analysis|20
181|2|2023-09-16 18:16:00|2023-10-31 01:16:00|9|Pending Coordination Team Closure|44
181|3|2023-10-31 01:16:00||17|Issue on Hold|274
182|1|2023-07-05 10:35:00|2023-07-16 12:35:00|6|Closed|11
182|2|2023-07-16 12:35:00|2023-08-30 17:35:00|8|Deleted/Error|45
182|3|2023-08-30 17:35:00|2023-09-05 00:35:00|11|Informatics Analysis|5
182|4|2023-09-05 00:35:00||21|Duplicate/Related To|330
183|1|2022-06-09 12:41:00|2022-07-14 21:41:00|7|Duplicate/Related To|35
183|2|2022-07-14 21:41:00||13|Monitored|748
184|1|2023-03-21 11:48:00|2023-04-24 14:48:00|6|System Integration Office Input/Action|34
184|2|2023-04-24 14:48:00|2023-05-27 16:48:00|13|Sent to Region Hub|33
184|3|2023-05-27 16:48:00|2023-06-14 21:48:00|25|Duplicate/Related To|18
184|4|2023-06-14 21:48:00||28|Informatics Analysis|413
185|1|2023-06-27 14:07:00|2023-07-10 14:07:00|8|Enterprise Input/Action|13
185|2|2023-07-10 14:07:00|2023-08-10 19:07:00|20|Pending Coordination Team Closure|31
185|3|2023-08-10 19:07:00|2023-08-17 00:07:00|25|Enterprise Input/Action|6
185|4|2023-08-17 00:07:00||27|Archived|349
186|1|2024-04-25 11:15:00||7|Enterprise Input/Action|97
187|1|2022-12-29 11:52:00|2023-02-02 18:52:00|2|Transfer - Action to Enterprise|35
187|2|2023-02-02 18:52:00|2023-02-06 05:52:00|7|Monitored|3
187|3|2023-02-06 05:52:00||17|Active Plan Development|541
188|1|2024-02-20 14:47:00||6|Informatics Analysis|162
189|1|2024-04-26 13:41:00||4|Sent to Region Hub|96
190|1|2023-07-16 11:32:00|2023-07-26 16:32:00|6|Pending Closure|10
190|2|2023-07-26 16:32:00||11|Archived|371
191|1|2022-05-23 09:31:00|2022-05-25 15:31:00|3|Resolved - Action to Enterprise to Validate|2
191|2|2022-05-25 15:31:00|2022-07-09 22:31:00|10|Resolved/Completed|45
191|3|2022-07-09 22:31:00||14|Intake|753
192|1|2023-02-18 13:15:00||5|Enterprise Input/Action|529
193|1|2023-02-02 08:46:00|2023-02-26 12:46:00|3|System Integration Office Input/Action|24
193|2|2023-02-26 12:46:00|2023-03-20 12:46:00|14|Enterprise Input/Action|22
193|3|2023-03-20 12:46:00||24|Pending Coordination Team Closure|499
194|1|2024-04-09 15:33:00|2024-05-02 18:33:00|3|Issue on Hold|23
194|2|2024-05-02 18:33:00||10|Resolved/Completed|90
195|1|2023-09-23 09:48:00|2023-10-25 14:48:00|6|Non Coordination Team Issue|32
195|2|2023-10-25 14:48:00|2023-11-12 15:48:00|8|Open|18
195|3|2023-11-12 15:48:00||17|Pending Implementation|262
196|1|2023-11-23 11:42:00|2023-11-30 16:42:00|8|Issue on Hold|7
196|2|2023-11-30 16:42:00|2023-12-16 02:42:00|9|Monitored|15
196|3|2023-12-16 02:42:00|2023-12-17 09:42:00|16|Sent to Region Hub|1
196|4|2023-12-17 09:42:00||25|Awaiting Information Response|227
197|1|2022-05-10 08:18:00|2022-06-24 10:18:00|4|Duplicate/Related To|45
197|2|2022-06-24 10:18:00|2022-06-25 12:18:00|13|Non Coordination Team Issue|1
197|3|2022-06-25 12:18:00|2022-06-28 21:18:00|21|Active Management|3
197|4|2022-06-28 21:18:00||24|Solution Implementation|764
198|1|2022-09-06 12:23:00|2022-09-23 13:23:00|2|Open|17
198|2|2022-09-23 13:23:00||7|Solution Implementation|677
199|1|2022-12-04 12:31:00|2022-12-13 18:31:00|8|Closed|9
199|2|2022-12-13 18:31:00|2022-12-24 22:31:00|13|Deleted/Error|11
199|3|2022-12-24 22:31:00||23|Transfer - Action to Enterprise|585
201|1|2022-10-26 09:24:00|2022-11-25 10:24:00|1|Pending Coordination Team Closure|30
201|2|2022-11-25 10:24:00|2022-12-27 11:24:00|4|Issue Engagement|32
201|3|2022-12-27 11:24:00|2023-01-10 18:24:00|6|Resolved/Completed|14
201|4|2023-01-10 18:24:00||17|Coordinating with Council|568
202|1|2024-02-01 08:34:00|2024-02-09 15:34:00|8|Sent to Region Hub|8
202|2|2024-02-09 15:34:00|2024-03-02 16:34:00|16|Enterprise Input/Action|22
202|3|2024-03-02 16:34:00||28|Issue on Hold|151
203|1|2023-06-24 10:41:00|2023-07-10 13:41:00|1|Transfer - Action to Enterprise|16
203|2|2023-07-10 13:41:00|2023-07-29 13:41:00|8|Resolved - Action to Enterprise to Validate|19
203|3|2023-07-29 13:41:00||9|Active Plan Development|368
204|1|2023-03-19 13:33:00|2023-04-13 21:33:00|2|Open|25
204|2|2023-04-13 21:33:00|2023-04-28 07:33:00|9|Coordination Team Intake|14
204|3|2023-04-28 07:33:00||15|Pending Implementation|460
205|1|2023-07-06 09:00:00|2023-07-24 20:00:00|8|Issue Engagement|18
205|2|2023-07-24 20:00:00|2023-08-23 06:00:00|11|Intake|29
205|3|2023-08-23 06:00:00||14|Issue on Hold|343
206|1|2023-09-02 11:09:00|2023-09-03 22:09:00|1|Active Management|1
206|2|2023-09-03 22:09:00|2023-09-13 07:09:00|8|Closed|9
206|3|2023-09-13 07:09:00||18|Archived|322
208|1|2023-05-14 10:20:00||5|Resolved/Completed|444
209|1|2022-10-10 16:44:00||3|Deleted/Error|660
210|1|2023-04-16 15:37:00||5|Coordination Team Intake|472
212|1|2024-05-06 13:17:00|2024-05-30 01:17:00|2|Enterprise Input/Action|23
212|2|2024-05-30 01:17:00||11|Pending Pre-Closure|62
213|1|2023-01-24 08:11:00||3|System Integration Office Input/Action|554
214|1|2023-10-28 14:57:00|2023-10-31 01:57:00|5|Sent to Region Hub|2
214|2|2023-10-31 01:57:00||6|Pending Coordination Team Closure|274
215|1|2022-08-29 14:30:00|2022-09-03 22:30:00|8|Deleted/Error|5
215|2|2022-09-03 22:30:00||10|Non Coordination Team Issue|697
216|1|2022-08-01 12:58:00||4|Informatics Analysis|730
217|1|2022-10-19 12:07:00|2022-10-31 21:07:00|8|Resolved/Completed|12
217|2|2022-10-31 21:07:00||10|Pending Implementation|639
219|1|2024-03-16 14:38:00|2024-04-13 22:38:00|5|Council|28
219|2|2024-04-13 22:38:00||9|Active Plan Development|109
220|1|2024-07-12 11:08:00|2024-07-19 12:08:00|5|System Integration Office Input/Action|7
220|2|2024-07-19 12:08:00|2024-07-24 12:08:00|15|System Integration Office Input/Action|5
220|3|2024-07-24 12:08:00||17|Archived|7
221|1|2023-06-13 10:29:00|2023-06-21 18:29:00|6|Issue Engagement|8
221|2|2023-06-21 18:29:00|2023-07-11 22:29:00|17|Pending Coordination Team Closure|20
221|3|2023-07-11 22:29:00||21|Closed|386
222|1|2024-06-28 16:25:00|2024-07-15 02:25:00|3|Informatics Analysis|16
222|2|2024-07-15 02:25:00|2024-07-31 23:59:59|13|Resolved/Completed|16
222|3|2024-07-31 23:59:59||22|Archived|0
223|1|2024-05-03 09:44:00|2024-06-07 10:44:00|4|Council|35
223|2|2024-06-07 10:44:00|2024-06-20 12:44:00|13|Council|13
223|3|2024-06-20 12:44:00|2024-07-02 21:44:00|17|Open|12
223|4|2024-07-02 21:44:00||22|Coordinating with System Integration Office|29
224|1|2024-04-18 13:21:00|2024-04-26 21:21:00|2|Intake|8
224|2|2024-04-26 21:21:00|2024-05-10 08:21:00|13|Pending Closure|13
224|3|2024-05-10 08:21:00||24|Active Management|82
225|1|2022-09-03 10:40:00|2022-10-13 21:40:00|4|Informatics Analysis|40
225|2|2022-10-13 21:40:00||6|Transfer - Action to Enterprise|657
226|1|2022-11-17 09:15:00|2022-12-03 11:15:00|5|System Integration Office Input/Action|16
226|2|2022-12-03 11:15:00|2022-12-14 15:15:00|9|Sent to Region Hub|11
226|3|2022-12-14 15:15:00||11|Resolved - Action to Enterprise to Validate|595
227|1|2024-06-30 08:29:00|2024-07-28 08:29:00|2|Closed|28
227|2|2024-07-28 08:29:00|2024-07-31 23:59:59|11|Pending Closure|3
227|3|2024-07-31 23:59:59||21|Informatics Analysis|0
228|1|2023-02-06 10:15:00|2023-03-08 11:15:00|4|Duplicate/Related To|30
228|2|2023-03-08 11:15:00|2023-04-15 15:15:00|5|Pending Coordination Team Closure|38
228|3|2023-04-15 15:15:00|2023-05-22 16:15:00|15|Intake|37
228|4|2023-05-22 16:15:00||22|Non Coordination Team Issue|436
229|1|2024-07-10 15:44:00|2024-07-31 23:59:59|3|Issue on Hold|21
229|2|2024-07-31 23:59:59||11|Pending Pre-Closure|0
230|1|2022-10-14 16:55:00|2022-10-24 20:55:00|6|Monitored|10
230|2|2022-10-24 20:55:00||7|Active Management|646
231|1|2022-05-16 14:31:00|2022-06-02 23:31:00|3|Sent to Region Hub|17
231|2|2022-06-02 23:31:00|2022-07-17 04:31:00|12|Resolved - Action to Enterprise to Validate|44
231|3|2022-07-17 04:31:00||23|Pending Acceptance|745
232|1|2024-02-19 10:25:00|2024-04-04 22:25:00|8|Coordination Team Intake|45
232|2|2024-04-04 22:25:00||13|Coordinating with System Integration Office|118
233|1|2023-10-17 13:10:00|2023-12-01 14:10:00|6|Pending Coordination Team Closure|45
233|2|2023-12-01 14:10:00|2024-01-02 20:10:00|10|Coordination Team Intake|32
233|3|2024-01-02 20:10:00||16|Resolved/Completed|211
234|1|2024-04-19 16:43:00||8|Initial Review|103
235|1|2024-02-17 13:16:00|2024-02-21 13:16:00|1|System Integration Office Input/Action|4
235|2|2024-02-21 13:16:00||9|Pending Implementation|161
236|1|2024-07-04 09:20:00|2024-07-31 23:59:59|8|Intake|27
236|2|2024-07-31 23:59:59||9|Open|0
237|1|2022-09-17 10:59:00|2022-11-01 19:59:00|8|Intake|45
237|2|2022-11-01 19:59:00||15|Closed|638
238|1|2024-01-05 12:04:00|2024-01-24 16:04:00|7|Pending Closure|19
238|2|2024-01-24 16:04:00|2024-02-14 16:04:00|14|Resolved - Action to Enterprise to Validate|21
238|3|2024-02-14 16:04:00|2024-02-25 16:04:00|23|Intake|11
238|4|2024-02-25 16:04:00||35|Pending Pre-Closure|157
239|1|2024-06-29 12:19:00|2024-07-31 22:19:00|5|Sent to Region Hub|32
239|2|2024-07-31 22:19:00||9|Pending Pre-Closure|0
240|1|2024-01-02 14:34:00||5|Council|211
241|1|2022-08-20 13:33:00||6|Pending Pre-Closure|711
242|1|2022-06-26 15:02:00|2022-07-10 23:02:00|3|Monitored|14
242|2|2022-07-10 23:02:00|2022-08-05 05:02:00|6|Resolved - Action to Enterprise to Validate|25
242|3|2022-08-05 05:02:00||8|Issue Engagement|726
243|1|2023-01-17 10:31:00|2023-01-20 22:31:00|2|Transfer - Action to Enterprise|3
243|2|2023-01-20 22:31:00||10|Issue Engagement|558
244|1|2024-05-01 08:35:00|2024-06-15 08:35:00|4|Archived|45
244|2|2024-06-15 08:35:00||8|Open|46
245|1|2023-08-17 12:53:00|2023-09-07 16:53:00|4|Monitored|21
245|2|2023-09-07 16:53:00|2023-10-22 21:53:00|5|Issue Engagement|45
245|3|2023-10-22 21:53:00||9|Intake Pending|283
246|1|2024-02-02 09:21:00|2024-02-03 11:21:00|8|Issue Engagement|1
246|2|2024-02-03 11:21:00|2024-03-13 14:21:00|9|Issue Engagement|39
246|3|2024-03-13 14:21:00|2024-03-20 20:21:00|21|Closed|7
246|4|2024-03-20 20:21:00||31|Coordinating with Council|133
247|1|2022-07-15 09:20:00|2022-08-13 13:20:00|7|Non Coordination Team Issue|29
247|2|2022-08-13 13:20:00|2022-08-28 20:20:00|8|Deleted/Error|15
247|3|2022-08-28 20:20:00||12|Project Plan Review|703
248|1|2023-08-19 08:04:00|2023-09-24 13:04:00|6|Issue Engagement|36
248|2|2023-09-24 13:04:00||15|Special Project|311
249|1|2023-04-04 08:34:00|2023-05-16 16:34:00|8|Council|42
249|2|2023-05-16 16:34:00|2023-06-10 23:34:00|20|Monitored|25
249|3|2023-06-10 23:34:00||29|Coordinating with Enterprise|417
250|1|2022-11-17 14:19:00|2022-11-28 22:19:00|2|System Integration Office Input/Action|11
250|2|2022-11-28 22:19:00|2022-12-30 23:19:00|12|Open|32
250|3|2022-12-30 23:19:00||16|Deleted/Error|579
251|1|2023-03-22 16:11:00|2023-04-04 02:11:00|7|System Integration Office Input/Action|12
251|2|2023-04-04 02:11:00|2023-05-19 11:11:00|15|Closed|45
251|3|2023-05-19 11:11:00|2023-06-19 15:11:00|24|Issue Engagement|31
251|4|2023-06-19 15:11:00||28|Archived|408
252|1|2024-06-11 09:11:00|2024-07-19 17:11:00|1|Issue Engagement|38
252|2|2024-07-19 17:11:00||7|Coordinating with Council|12
253|1|2024-04-30 12:10:00||5|Coordinating with Enterprise|92
254|1|2024-07-14 10:05:00|2024-07-24 21:05:00|4|Resolved/Completed|10
254|2|2024-07-24 21:05:00||15|Pending Implementation|7
255|1|2022-09-15 12:02:00|2022-09-18 15:02:00|7|Closed|3
255|2|2022-09-18 15:02:00|2022-10-17 00:02:00|16|Duplicate/Related To|28
255|3|2022-10-17 00:02:00||20|Awaiting Information Response|653
256|1|2024-07-22 12:14:00|2024-07-30 22:14:00|2|Coordination Team Intake|8
256|2|2024-07-30 22:14:00||11|Coordinating with Other (Described in Exec Sum)|1
257|1|2022-12-09 10:41:00|2023-01-10 18:41:00|5|Informatics Analysis|32
257|2|2023-01-10 18:41:00||9|Active Plan Development|568
258|1|2023-11-25 09:42:00|2023-12-14 11:42:00|7|Pending Coordination Team Closure|19
258|2|2023-12-14 11:42:00|2023-12-16 14:42:00|8|Informatics Analysis|2
258|3|2023-12-16 14:42:00||12|Pending Acceptance|228
259|1|2023-08-22 15:05:00|2023-09-08 17:05:00|3|Closed|17
259|2|2023-09-08 17:05:00|2023-10-09 23:05:00|15|Issue Engagement|31
259|3|2023-10-09 23:05:00||22|Resolved - Action to Enterprise to Validate|296
260|1|2023-08-08 11:38:00|2023-08-26 21:38:00|7|Issue on Hold|18
260|2|2023-08-26 21:38:00|2023-10-09 04:38:00|12|Pending Closure|43
260|3|2023-10-09 04:38:00||16|Active Management|296
261|1|2024-06-23 10:50:00|2024-07-09 14:50:00|5|Closed|16
261|2|2024-07-09 14:50:00|2024-07-31 23:59:59|6|Monitored|22
261|3|2024-07-31 23:59:59||12|Awaiting Information Response|0
262|1|2024-02-03 10:22:00|2024-02-25 22:22:00|3|Duplicate/Related To|22
262|2|2024-02-25 22:22:00|2024-03-09 06:22:00|14|Sent to Region Hub|12
262|3|2024-03-09 06:22:00||21|Transfer - Action to Enterprise|144
263|1|2023-03-03 15:06:00|2023-04-10 18:06:00|2|Resolved/Completed|38
263|2|2023-04-10 18:06:00|2023-05-11 00:06:00|11|Pending Coordination Team Closure|30
263|3|2023-05-11 00:06:00||20|Non Coordination Team Issue|447
264|1|2024-05-19 14:26:00||8|Coordinating with Other (Described in Exec Sum)|73
265|1|2022-10-03 08:47:00|2022-11-12 13:47:00|8|Closed|40
265|2|2022-11-12 13:47:00|2022-12-23 18:47:00|16|System Integration Office Input/Action|41
265|3|2022-12-23 18:47:00||21|Pending Acceptance|586
266|1|2023-09-12 09:59:00|2023-09-26 12:59:00|4|Resolved - Action to Enterprise to Validate|14
266|2|2023-09-26 12:59:00|2023-10-09 16:59:00|14|Archived|13
266|3|2023-10-09 16:59:00|2023-10-15 01:59:00|24|Resolved - Action to Enterprise to Validate|5
266|4|2023-10-15 01:59:00||25|Pending Coordination Team Closure|290
267|1|2024-03-21 08:13:00|2024-05-03 12:13:00|2|Council|43
267|2|2024-05-03 12:13:00|2024-05-04 21:13:00|4|Open|1
267|3|2024-05-04 21:13:00|2024-05-06 06:13:00|8|Informatics Analysis|1
267|4|2024-05-06 06:13:00||10|Coordinating with System Integration Office|86
268|1|2023-02-06 10:51:00|2023-02-14 10:51:00|2|Monitored|8
268|2|2023-02-14 10:51:00||8|Special Project|533
269|1|2024-03-08 12:41:00|2024-03-17 15:41:00|2|Open|9
269|2|2024-03-17 15:41:00|2024-03-31 02:41:00|7|Active Management|13
269|3|2024-03-31 02:41:00||18|Solution Implementation|122
270|1|2024-05-04 12:56:00|2024-06-13 16:56:00|5|Non Coordination Team Issue|40
270|2|2024-06-13 16:56:00||8|Coordinating with Other (Described in Exec Sum)|48
271|1|2024-02-15 16:38:00|2024-03-08 04:38:00|7|Deleted/Error|21
271|2|2024-03-08 04:38:00|2024-03-14 06:38:00|17|Issue on Hold|6
271|3|2024-03-14 06:38:00|2024-04-25 06:38:00|26|Archived|42
271|4|2024-04-25 06:38:00||33|Pending Implementation|97
272|1|2022-12-20 09:03:00|2023-02-02 14:03:00|6|Resolved/Completed|44
272|2|2023-02-02 14:03:00|2023-03-19 23:03:00|18|Pending Closure|45
272|3|2023-03-19 23:03:00||24|Duplicate/Related To|500
273|1|2022-06-03 15:49:00|2022-07-18 23:49:00|4|Pending Closure|45
273|2|2022-07-18 23:49:00|2022-08-26 03:49:00|10|Council|38
273|3|2022-08-26 03:49:00||17|Awaiting Information Response|705
274|1|2024-04-18 14:22:00|2024-05-15 17:22:00|5|Closed|27
274|2|2024-05-15 17:22:00|2024-06-12 23:22:00|13|Resolved - Action to Enterprise to Validate|28
274|3|2024-06-12 23:22:00||22|Deleted/Error|49
275|1|2022-09-12 12:34:00||6|System Integration Office Input/Action|688
276|1|2023-12-06 12:51:00|2024-01-03 21:51:00|4|Active Management|28
276|2|2024-01-03 21:51:00||16|To Solutioning|210
277|1|2024-07-25 11:43:00|2024-07-31 23:59:59|8|Issue Engagement|6
277|2|2024-07-31 23:59:59||11|Coordinating with Other (Described in Exec Sum)|0
278|1|2024-06-01 15:24:00|2024-06-02 23:24:00|2|Coordination Team Intake|1
278|2|2024-06-02 23:24:00|2024-06-24 05:24:00|4|Closed|21
278|3|2024-06-24 05:24:00||5|Issue on Hold|37
279|1|2024-03-14 11:56:00||6|Coordinating with System Integration Office|139
280|1|2023-02-10 10:43:00|2023-03-16 18:43:00|4|Resolved/Completed|34
280|2|2023-03-16 18:43:00||13|Enterprise Input/Action|503
281|1|2022-07-30 08:38:00|2022-07-31 19:38:00|4|Pending Closure|1
281|2|2022-07-31 19:38:00||15|Transfer - Action to Enterprise|731
282|1|2023-12-02 14:18:00|2023-12-13 20:18:00|5|Intake|11
282|2|2023-12-13 20:18:00|2024-01-24 06:18:00|14|Issue Engagement|41
282|3|2024-01-24 06:18:00||20|Project Plan Review|189
283|1|2024-06-23 16:37:00|2024-07-15 23:37:00|5|Pending Coordination Team Closure|22
283|2|2024-07-15 23:37:00|2024-07-31 23:59:59|16|Active Management|16
283|3|2024-07-31 23:59:59||18|Archived|0
284|1|2024-04-06 16:47:00|2024-05-06 02:47:00|3|Issue on Hold|29
284|2|2024-05-06 02:47:00|2024-06-11 07:47:00|15|Intake|36
284|3|2024-06-11 07:47:00|2024-06-12 08:47:00|16|Sent to Region Hub|1
284|4|2024-06-12 08:47:00||21|Awaiting Information Response|49
285|1|2023-07-30 12:36:00|2023-09-07 14:36:00|4|Issue on Hold|39
285|2|2023-09-07 14:36:00|2023-09-18 01:36:00|13|Council|10
285|3|2023-09-18 01:36:00||17|Pending Acceptance|317
286|1|2023-07-10 12:04:00|2023-07-20 13:04:00|3|Resolved/Completed|10
286|2|2023-07-20 13:04:00||14|Closed|377
287|1|2022-05-04 14:12:00|2022-05-15 15:12:00|2|Sent to Region Hub|11
287|2|2022-05-15 15:12:00|2022-06-07 22:12:00|4|Intake|23
287|3|2022-06-07 22:12:00||6|Open|785
288|1|2022-11-10 10:51:00|2022-11-25 19:51:00|3|Pending Coordination Team Closure|15
288|2|2022-11-25 19:51:00||8|Awaiting Information Response|614
289|1|2022-07-14 11:57:00|2022-07-30 14:57:00|3|Issue on Hold|16
289|2|2022-07-30 14:57:00||9|Issue Engagement|732
290|1|2023-08-12 15:28:00|2023-09-22 21:28:00|8|Non Coordination Team Issue|41
290|2|2023-09-22 21:28:00||16|Solution Implementation|313
291|1|2022-12-10 15:11:00|2023-01-06 17:11:00|2|Active Management|27
291|2|2023-01-06 17:11:00|2023-02-07 23:11:00|13|Intake|32
291|3|2023-02-07 23:11:00|2023-03-21 07:11:00|25|Council|41
291|4|2023-03-21 07:11:00||27|Coordinating with Council|498
292|1|2023-12-27 09:12:00|2024-02-06 15:12:00|1|Council|41
292|2|2024-02-06 15:12:00|2024-03-06 23:12:00|12|Non Coordination Team Issue|29
292|3|2024-03-06 23:12:00|2024-03-13 01:12:00|23|Active Management|6
292|4|2024-03-13 01:12:00||27|Pending Pre-Closure|140
294|1|2023-10-26 16:04:00||3|Project Plan Review|279
295|1|2023-11-30 16:03:00|2023-12-04 03:03:00|2|Transfer - Action to Enterprise|3
295|2|2023-12-04 03:03:00|2023-12-21 04:03:00|3|Deleted/Error|17
295|3|2023-12-21 04:03:00|2024-01-20 04:03:00|15|Non Coordination Team Issue|30
295|4|2024-01-20 04:03:00||23|Coordination Team Intake|193
296|1|2022-11-21 11:15:00|2022-11-30 12:15:00|8|Monitored|9
296|2|2022-11-30 12:15:00|2022-12-30 15:15:00|17|Pending Closure|30
296|3|2022-12-30 15:15:00||20|Non Coordination Team Issue|579
297|1|2023-11-04 13:51:00|2023-12-02 01:51:00|7|Issue Engagement|27
297|2|2023-12-02 01:51:00||18|Pending Acceptance|242
298|1|2022-08-11 11:05:00|2022-09-18 15:05:00|3|Archived|38
298|2|2022-09-18 15:05:00||9|Active Plan Development|682
299|1|2022-08-22 10:57:00|2022-08-25 17:57:00|6|Sent to Region Hub|3
299|2|2022-08-25 17:57:00||10|Intake Pending|706
300|1|2024-02-22 16:05:00|2024-03-13 23:05:00|3|Archived|20
300|2|2024-03-13 23:05:00|2024-04-17 10:05:00|5|Issue Engagement|34
300|3|2024-04-17 10:05:00|2024-06-01 15:05:00|11|Duplicate/Related To|45
300|4|2024-06-01 15:05:00||19|Pending Implementation|60
301|1|2024-02-08 13:28:00|2024-02-16 15:28:00|8|Duplicate/Related To|8
301|2|2024-02-16 15:28:00||10|Active Management|166
302|1|2022-06-27 13:41:00|2022-07-03 20:41:00|2|Enterprise Input/Action|6
302|2|2022-07-03 20:41:00||11|Open|759
303|1|2024-04-24 11:41:00|2024-05-20 15:41:00|8|Active Management|26
303|2|2024-05-20 15:41:00|2024-06-13 00:41:00|19|Pending Coordination Team Closure|23
303|3|2024-06-13 00:41:00||22|To Solutioning|48
304|1|2023-03-30 13:45:00|2023-03-31 19:45:00|3|Archived|1
304|2|2023-03-31 19:45:00||4|Special Project|488
305|1|2022-08-28 08:12:00|2022-09-25 12:12:00|1|Non Coordination Team Issue|28
305|2|2022-09-25 12:12:00|2022-10-13 22:12:00|8|Council|18
305|3|2022-10-13 22:12:00|2022-11-09 10:12:00|17|System Integration Office Input/Action|26
305|4|2022-11-09 10:12:00||28|Coordinating with Other (Described in Exec Sum)|630
306|1|2022-08-15 13:35:00|2022-09-13 18:35:00|5|Open|29
306|2|2022-09-13 18:35:00||16|Coordination Team Intake|687
307|1|2023-03-19 08:50:00|2023-03-23 17:50:00|4|Deleted/Error|4
307|2|2023-03-23 17:50:00|2023-04-12 04:50:00|14|Intake|19
307|3|2023-04-12 04:50:00||26|Coordinating with Council|476
308|1|2024-07-07 09:52:00|2024-07-10 11:52:00|8|Open|3
308|2|2024-07-10 11:52:00||17|Solution Implementation|21
309|1|2023-10-06 08:36:00|2023-11-19 09:36:00|8|Sent to Region Hub|44
309|2|2023-11-19 09:36:00||20|Active Management|255
310|1|2023-03-13 14:33:00|2023-03-22 00:33:00|2|Transfer - Action to Enterprise|8
310|2|2023-03-22 00:33:00|2023-04-17 06:33:00|14|Sent to Region Hub|26
310|3|2023-04-17 06:33:00|2023-05-14 13:33:00|16|System Integration Office Input/Action|27
310|4|2023-05-14 13:33:00||28|Closed|444
311|1|2023-05-14 09:08:00||4|To Solutioning|444
312|1|2023-04-19 12:49:00|2023-05-24 14:49:00|4|Monitored|35
312|2|2023-05-24 14:49:00||12|Intake|434
313|1|2022-09-12 13:54:00|2022-10-20 22:54:00|7|Transfer - Action to Enterprise|38
313|2|2022-10-20 22:54:00||16|Active Plan Development|650
314|1|2022-08-02 15:21:00|2022-09-12 22:21:00|2|Resolved/Completed|41
314|2|2022-09-12 22:21:00|2022-10-23 08:21:00|3|Intake|40
314|3|2022-10-23 08:21:00||13|Coordinating with System Integration Office|647
315|1|2022-05-30 14:13:00|2022-06-27 01:13:00|2|Enterprise Input/Action|27
315|2|2022-06-27 01:13:00||14|Issue on Hold|765
316|1|2023-05-28 08:06:00||1|Pending Implementation|430
317|1|2022-08-25 16:28:00|2022-09-12 16:28:00|5|Deleted/Error|18
317|2|2022-09-12 16:28:00||7|Pending Coordination Team Closure|688
318|1|2024-07-19 11:21:00|2024-07-31 23:59:59|7|Issue on Hold|12
318|2|2024-07-31 23:59:59||10|Non Coordination Team Issue|0
319|1|2022-11-03 14:33:00|2022-11-21 14:33:00|1|Archived|18
319|2|2022-11-21 14:33:00||12|Closed|618
320|1|2023-12-10 15:15:00|2023-12-14 21:15:00|7|Council|4
320|2|2023-12-14 21:15:00||11|Monitored|230
321|1|2022-06-11 13:48:00|2022-06-26 01:48:00|6|Coordination Team Intake|14
